Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,Telefone,Morada,CódigoPostal,DataNascimento,Email
António Faria,Arquiteto,Divorciado,Masculino,Braga,Celorico de Basto,957766110,"Avenida Garcia de Orta ao Parque das Nações, 6
6941-035 Cantanhede",9627-175,24/12/1986,antónio.faria@outlook.com
Tatiana do Maia,Empregado de Limpeza,Casado,Feminino,Braga,Fafe,902684986,"Avenida Salvador Lima, 2
1524-595 Elvas",7457-848,15/12/1968,tatiana.maia@sapo.pt
Vera do Reis,Empregado de Limpeza,Solteiro,Feminino,Braga,Cabeceiras de Basto,957103200,"Praça de Nova Sintra, S/N
6573-123 Estarreja",3783-335,26/08/1967,vera.reis@gmail.com
Pedro Pacheco,Professor,Viúvo,Masculino,Porto,Vila Nova de Gaia,998645719,"Travessa Erica Marques, 41
1784-469 Mealhada",4331-511,24/04/1977,pedro.pacheco@yahoo.com
Gabriel Leite,Contabilista,Divorciado,Masculino,Braga,Fafe,999035707,"Travessa de Machado, 141
2246-787 Felgueiras",9041-501,12/10/1974,gabriel.leite@sapo.pt
Paulo Jesus-Gomes,Estudante,Viúvo,Masculino,Braga,Barcelos,966227568,"Avenida do Leal, S/N
7007-363 Ponta Delgada",1703-220,29/01/2003,paulo.jesus-gomes@yahoo.com
Diogo de Anjos,Técnico de Marketing,Casado,Masculino,Braga,Barcelos,998598086,"Rua Miranda, 269
2505-845 Vila Nova de Gaia",8472-913,29/07/2002,diogo.anjos@sapo.pt
Xavier Pereira,Psicólogo,Divorciado,Masculino,Porto,Maia,985174942,"Av de Teixeira, S/N
7727-127 Sacavém",9864-850,29/10/2004,xavier.pereira@hotmail.com
Madalena Barbosa,Farmacêutico,Viúvo,Feminino,Braga,Vila Nova de Famalicão,942353244,"Praça Paulo Oliveira, 98
6069-178 Torres Vedras",5611-513,15/04/1994,madalena.barbosa@gmail.com
Bruno Ferreira,Cozinheiro,Divorciado,Masculino,Braga,Vila Nova de Famalicão,952856425,"Rua de Carvalho, S/N
2949-302 Barreiro",2470-175,14/09/1976,bruno.ferreira@hotmail.com
Raquel de Guerreiro,Rececionista,Divorciado,Feminino,Viana do Castelo,Ponte da Barca,948323728,"Av Matias Magalhães, 517
9423-069 Esposende",7435-896,17/01/2001,raquel.guerreiro@sapo.pt
Rodrigo Anjos-Mota,Advogado,Viúvo,Masculino,Viana do Castelo,Vila Nova de Cerveira,924614701,"Avenida Maia, 78
0196-657 Lagoa",8226-967,07/02/1989,rodrigo.anjos-mota@outlook.com
Bryan Moura,Analista de Dados,Viúvo,Masculino,Braga,Guimarães,996393379,"R. Kévim Amorim, 899
4766-990 Lisboa",5604-892,12/02/1995,bryan.moura@gmail.com
Mélanie Silva,Arquiteto,Casado,Feminino,Porto,Matosinhos,973130224,"R. Leite, S/N
1327-984 Seia",6042-036,08/03/1986,mélanie.silva@hotmail.com
Igor Carvalho-Guerreiro,Agricultor,Solteiro,Masculino,Setúbal,Alcochete,916017622,"Travessa de Cruz, 15
2700-613 Mangualde",2394-104,03/01/1989,igor.carvalho-guerreiro@outlook.com
William Morais,Engenheiro,Solteiro,Masculino,Braga,Fafe,929438870,"Travessa de Moura, 3
5730-762 Viseu",0750-977,26/03/1981,william.morais@hotmail.com
Yara Antunes-Cruz,Gestor de Projetos,Casado,Feminino,Porto,Felgueiras,980394086,"R. de Abreu, 84
8725-597 Alcobaça",1702-630,24/01/1970,yara.antunes-cruz@gmail.com
Margarida-Margarida Garcia,Psicólogo,Viúvo,Feminino,Viana do Castelo,Monção,955199133,"Av de Vaz, 233
2694-506 Marinha Grande",6746-338,10/01/1979,margarida-margarida.garcia@outlook.com
Bryan Anjos,Rececionista,Viúvo,Masculino,Braga,Barcelos,920558371,"R. do Calvário, S/N
0083-783 Rebordosa",3970-235,19/04/1997,bryan.anjos@outlook.com
Camila Machado,Analista de Dados,Viúvo,Feminino,Viana do Castelo,Viana do Castelo,948249052,"Rua da Luz, 90
9180-512 Faro",3135-690,02/03/1977,camila.machado@hotmail.com
Isabela-Vitória Anjos,Aposentado,Viúvo,Feminino,Lisboa,Amadora,986041468,"Largo de Figueiredo, 309
4068-085 Fiães",6260-138,21/09/1956,isabela-vitória.anjos@sapo.pt
Jéssica Esteves,Psicólogo,Divorciado,Feminino,Braga,Guimarães,920314490,"Avenida Flor Leal, 54
7330-556 Gondomar",9791-773,09/11/1994,jéssica.esteves@outlook.com
Manuel Rocha,Comerciante,Viúvo,Masculino,Bragança,Alfândega da Fé,977013393,"R. Fernanda de Castro, S/N
5358-952 Loulé",3238-481,16/01/1966,manuel.rocha@sapo.pt
António Cardoso,Carpinteiro,Casado,Masculino,Viana do Castelo,Viana do Castelo,953504831,"Travessa Campolide, 24
6702-703 Braga",0531-729,09/11/1975,antónio.cardoso@outlook.com
Isabel Vicente-Oliveira,Técnico de Marketing,Solteiro,Feminino,Aveiro,Murtosa,997068440,"Av de Carneiro, 91
3407-163 Rio Maior",0495-552,18/01/2003,isabel.vicente-oliveira@outlook.com
Anita Sousa,Aposentado,Casado,Feminino,Braga,Amares,920671010,"Alameda de Batista, 17
7356-273 Montemor-o-Novo",8983-639,28/05/1945,anita.sousa@yahoo.com
Patrícia Teixeira,Comerciante,Solteiro,Feminino,Braga,Esposende,911227917,"Travessa Nogueira, 87
6621-154 Marco de Canaveses",9763-940,12/10/1989,patrícia.teixeira@sapo.pt
Alícia Ribeiro,Advogado,Viúvo,Feminino,Lisboa,Sintra,905461784,"Avenida de Reis, S/N
3315-017 Espinho",8873-110,21/06/1991,alícia.ribeiro@yahoo.com
Violeta Carneiro-Reis,Empregado de Limpeza,Solteiro,Feminino,Braga,Vizela,984535820,"Rua Martins, S/N
5558-667 Vila Real",3696-494,03/09/2001,violeta.carneiro-reis@outlook.com
Sandro Valente,Estudante,Solteiro,Masculino,Braga,Barcelos,933222146,"Largo de Alves, 5
7027-037 Almeirim",7322-500,26/01/2009,sandro.valente@gmail.com
Petra Teixeira,Empregado de Limpeza,Casado,Feminino,Braga,Braga,916676851,"Rua República Argentina, 13
2397-883 Tavira",2307-588,28/05/1969,petra.teixeira@sapo.pt
Victória Araújo,Agricultor,Casado,Feminino,Faro,Lagoa,984630340,"Largo Brian Rocha, 3
2895-755 Valbom",4072-116,07/11/1987,victória.araújo@hotmail.com
Filipa Alves-Amorim,Enfermeiro,Divorciado,Feminino,Braga,Amares,904722172,"Travessa Rocha, 99
7358-908 Esmoriz",4202-432,10/09/1991,filipa.alves-amorim@yahoo.com
Emma Moreira,Programador,Viúvo,Feminino,Lisboa,Odivelas,962240936,"Praça Teresa Barbosa, 21
3546-840 Praia da Vitória",7058-284,27/05/1974,emma.moreira@outlook.com
Amélia da Mendes,Gestor de Projetos,Divorciado,Feminino,Aveiro,Ílhavo,925875089,"R. Gonçalo Matos, 67
2663-792 Mangualde",4900-695,13/08/1995,amélia.mendes@sapo.pt
Valentim Tavares,Aposentado,Divorciado,Masculino,Braga,Amares,938713761,"Largo de Oliveira, 52
8877-343 Peniche",2350-174,10/03/1955,valentim.tavares@outlook.com
Erica-Iara Baptista,Motorista,Solteiro,Feminino,Santarém,Tomar,920229936,"Av de Araújo, 254
9464-498 São Mamede de Infesta",5115-773,02/10/1999,erica-iara.baptista@gmail.com
Vasco do Castro,Designer Gráfico,Divorciado,Masculino,Santarém,Benavente,960536769,"Rua Sá, 33
9906-146 Alcácer do Sal",8193-859,20/11/1984,vasco.castro@outlook.com
Joel Valente-Miranda,Motorista,Viúvo,Masculino,Coimbra,Oliveira do Hospital,935394683,"Alameda de Araújo, S/N
2770-602 Braga",3344-575,12/08/1976,joel.valente-miranda@outlook.com
Constança-Carlota Sá,Agricultor,Solteiro,Feminino,Vila Real,Chaves,991286041,"Largo Brian Amorim, 89
5104-130 Funchal",7907-046,10/07/2000,constança-carlota.sá@hotmail.com
Naiara Barros-Ribeiro,Farmacêutico,Casado,Feminino,Aveiro,Albergaria-a-Velha,985872124,"Av de Esteves, S/N
2196-891 Ponta Delgada",8111-507,21/12/1993,naiara.barros-ribeiro@outlook.com
Tomé Macedo-Barros,Agricultor,Viúvo,Masculino,Bragança,Vimioso,978372501,"Av de Araújo, S/N
2630-242 Montemor-o-Novo",7254-667,13/12/1982,tomé.macedo-barros@outlook.com
Victória Ferreira,Estudante,Divorciado,Feminino,Évora,Moura,949476755,"Av de Paiva, 85
7613-326 Oliveira do Hospital",4585-360,20/08/2004,victória.ferreira@sapo.pt
Letícia Freitas,Gestor de Projetos,Casado,Feminino,Viana do Castelo,Melgaço,989344246,"Alameda Raquel Moura, 50
5442-865 Mealhada",1770-524,24/01/1968,letícia.freitas@yahoo.com
Isabel Miranda,Eletricista,Viúvo,Feminino,Porto,Póvoa de Varzim,951302527,"Travessa de Neto, 474
1565-619 São Mamede de Infesta",0523-678,15/10/1986,isabel.miranda@hotmail.com
Nair-Daniela Faria,Motorista,Divorciado,Feminino,Braga,Fafe,939235877,"Rua Yara Pereira, 34
0982-555 Santa Comba Dão",3278-947,23/05/1987,nair-daniela.faria@hotmail.com
Ana do Maia,Designer Gráfico,Viúvo,Feminino,Braga,Esposende,919895922,"Avenida Madalena Monteiro, 20
9043-966 Ovar",7014-858,13/09/1986,ana.maia@hotmail.com
Xavier Valente,Programador,Casado,Masculino,Viana do Castelo,Caminha,937647689,"R. de Brito, 4
7600-231 Albufeira",6455-399,03/05/1995,xavier.valente@outlook.com
Inês Baptista,Comerciante,Divorciado,Feminino,Braga,Vizela,957599990,"Praça Bento Martins, 224
4555-137 São Salvador de Lordelo",4177-599,03/07/1999,inês.baptista@outlook.com
Alexandre Gonçalves,Psicólogo,Solteiro,Masculino,Vila Real,Mesão Frio,940001771,"Avenida Vicente Henriques, S/N
9109-846 Santana",5518-591,21/07/1979,alexandre.gonçalves@sapo.pt
Miguel da Cardoso,Professor,Divorciado,Masculino,Braga,Cabeceiras de Basto,906695935,"Travessa de Paiva, 76
6878-930 Portalegre",4610-307,13/10/1980,miguel.cardoso@hotmail.com
Vitória Castro,Farmacêutico,Solteiro,Feminino,Aveiro,Aveiro,981400991,"Rua Micael Fernandes, 476
2390-278 Lixa",9910-490,25/06/2003,vitória.castro@sapo.pt
Íris Vicente,Estudante,Divorciado,Feminino,Porto,Matosinhos,967449978,"Travessa Leandro Castro, S/N
3906-745 Guimarães",7011-344,23/07/2004,íris.vicente@hotmail.com
Camila Gaspar,Comerciante,Solteiro,Feminino,Braga,Guimarães,999763651,"Avenida de Pinto, 95
5719-876 Faro",7590-811,14/12/2001,camila.gaspar@yahoo.com
Nicole da Amorim,Farmacêutico,Divorciado,Feminino,Lisboa,Sintra,922528659,"Praça Campolide, 62
2927-465 Cantanhede",7114-600,03/03/1997,nicole.amorim@hotmail.com
Rafaela-Renata Leite,Professor,Divorciado,Feminino,Braga,Guimarães,930039131,"Travessa Lisandro Assunção, 77
2931-171 Ovar",4207-275,15/09/1998,rafaela-renata.leite@yahoo.com
Mélanie Martins-Lima,Técnico de Marketing,Casado,Feminino,Viana do Castelo,Valença,923466676,"Rua Castro, 48
5622-736 Mangualde",9239-671,31/08/1997,mélanie.martins-lima@sapo.pt
Simão Campos,Advogado,Viúvo,Masculino,Braga,Esposende,909480676,"Avenida de Lamas, 62
4889-591 Maia",8962-035,20/06/1978,simão.campos@sapo.pt
Artur Castro-Azevedo,Empregado de Limpeza,Viúvo,Masculino,Braga,Amares,953577654,"Rua dos Combatentes da Grande Guerra, 29
0397-731 Vila Real",5670-918,05/09/1998,artur.castro-azevedo@sapo.pt
Lisandro Coelho-Esteves,Analista de Dados,Casado,Masculino,Porto,Matosinhos,925910777,"Avenida Xavier Brito, S/N
3652-008 Reguengos de Monsaraz",4797-724,25/02/1970,lisandro.coelho-esteves@outlook.com
Luca Esteves,Comerciante,Casado,Masculino,Vila Real,Vila Real,968550805,"Travessa de Amaral, 57
8419-116 Lagos",0786-625,18/07/2002,luca.esteves@sapo.pt
Sofia Ferreira,Eletricista,Viúvo,Feminino,Braga,Celorico de Basto,903814760,"Av de Gaspar, S/N
6908-526 Seia",2956-248,26/12/1972,sofia.ferreira@gmail.com
Lúcia Esteves,Comerciante,Solteiro,Feminino,Porto,Santo Tirso,973409526,"Avenida de Castro, 4
9220-314 Miranda do Douro",9855-077,04/06/1966,lúcia.esteves@yahoo.com
Bárbara Baptista,Programador,Solteiro,Feminino,Lisboa,Loures,973182236,"Largo de Ulisses, 6
7353-199 Cartaxo",8131-956,11/06/1996,bárbara.baptista@outlook.com
Bruno Rodrigues-Araújo,Carpinteiro,Divorciado,Masculino,Porto,Valongo,961610450,"Largo Kyara Rocha, 765
4453-301 Maia",6408-307,09/06/1981,bruno.rodrigues-araújo@yahoo.com
Lúcia Leite,Aposentado,Casado,Feminino,Lisboa,Mafra,955212998,"Travessa Macedo, 40
4996-815 São João da Madeira",2982-297,12/03/1950,lúcia.leite@hotmail.com
José Ribeiro,Empregado de Limpeza,Viúvo,Masculino,Bragança,Miranda do Douro,928377080,"Travessa de Moradais Populares do Carriçal, 947
1672-626 Maia",0809-892,22/12/1965,josé.ribeiro@yahoo.com
Filipe Abreu,Designer Gráfico,Casado,Masculino,Braga,Esposende,988727757,"Praça de Moura, S/N
2997-799 Braga",4283-511,23/07/1994,filipe.abreu@outlook.com
Eduarda Gomes,Carpinteiro,Solteiro,Feminino,Porto,Vila Nova de Gaia,950282263,"Praça de Loureiro, 95
8367-930 Vila Nova de Foz Côa",6584-343,09/02/1992,eduarda.gomes@sapo.pt
Bryan Pinto,Contabilista,Solteiro,Masculino,Beja,Ourique,917753980,"Av de Matos, 840
5791-335 Pinhel",1706-258,19/10/1980,bryan.pinto@outlook.com
Hugo do Simões,Motorista,Divorciado,Masculino,Porto,Matosinhos,914455789,"Av de Valente, 92
8716-816 Lixa",6172-849,03/12/1966,hugo.simões@gmail.com
Laura da Miranda,Advogado,Divorciado,Feminino,Porto,Amarante,981861430,"R. de Leal, S/N
2417-241 Lagos",3024-140,06/11/1999,laura.miranda@yahoo.com
Valentina Valente-Matias,Comerciante,Viúvo,Feminino,Braga,Amares,980835257,"Av da Ilha dos Amores, S/N
9149-901 Costa da Caparica",6035-190,08/09/1982,valentina.valente-matias@outlook.com
Luana Marques,Analista de Dados,Divorciado,Feminino,Aveiro,Ovar,935073302,"Rua de Fernandes, 99
1977-303 Santo Tirso",3230-607,11/12/1973,luana.marques@hotmail.com
Cristiano Torres,Farmacêutico,Solteiro,Masculino,Viana do Castelo,Melgaço,976000622,"Travessa de Esteves, 12
7178-632 Mealhada",4466-843,01/11/1981,cristiano.torres@yahoo.com
Fábio Simões,Cozinheiro,Casado,Masculino,Porto,Valongo,927217429,"Praça da Feiteira, 41
7246-305 Santa Maria da Feira",1131-407,11/01/1995,fábio.simões@yahoo.com
Kyara Torres,Professor,Divorciado,Feminino,Braga,Amares,977068191,"Rua Loureiro, 50
7864-190 Leiria",6605-937,10/07/1999,kyara.torres@yahoo.com
Ema de Nogueira,Programador,Viúvo,Feminino,Vila Real,Boticas,983610250,"Largo Jaime Henriques, 40
3495-962 Portalegre",4465-570,07/04/1985,ema.nogueira@sapo.pt
Ângela Torres,Psicólogo,Casado,Feminino,Lisboa,Alenquer,992937244,"Largo de Alves, 7
3427-152 Vila Nova de Santo André",5413-555,12/06/1966,ângela.torres@outlook.com
Vitória Vicente,Estudante,Solteiro,Feminino,Viana do Castelo,Viana do Castelo,931104212,"Av Vaz, 897
9463-982 Caldas da Rainha",8735-526,07/06/1973,vitória.vicente@gmail.com
Erika-Patrícia Amaral,Professor,Viúvo,Feminino,Bragança,Vinhais,966636921,"R. Helena Carneiro, S/N
1192-603 Lagos",5805-965,03/12/2004,erika-patrícia.amaral@outlook.com
Violeta Nascimento,Carpinteiro,Casado,Feminino,Évora,Redondo,949239127,"R. Sérgio Reis, 72
1744-021 Lagos",5930-264,20/02/1984,violeta.nascimento@hotmail.com
Henrique Branco,Professor,Divorciado,Masculino,Braga,Barcelos,913144556,"Travessa Pires, 77
9083-708 Funchal",3009-828,25/05/1991,henrique.branco@hotmail.com
Sofia Figueiredo,Enfermeiro,Divorciado,Feminino,Setúbal,Almada,940553463,"R. Rodrigues, 46
1391-152 Trancoso",7990-034,30/12/1973,sofia.figueiredo@yahoo.com
Lara Batista,Motorista,Divorciado,Feminino,Braga,Celorico de Basto,950769447,"Avenida das Portas do Mar, 78
4388-922 Espinho",1449-153,27/12/1992,lara.batista@hotmail.com
Ivan Assunção-Sousa,Enfermeiro,Viúvo,Masculino,Viseu,Nelas,927289835,"Largo Araújo, 89
8200-069 Póvoa de Santa Iria",7061-951,21/09/1985,ivan.assunção-sousa@yahoo.com
Amélia Antunes,Analista de Dados,Casado,Feminino,Évora,Estremoz,965964001,"Travessa de Soares, 83
7172-873 Silves",7207-340,27/09/1995,amélia.antunes@yahoo.com
Eduardo Branco-Tavares,Advogado,Casado,Masculino,Porto,Maia,987130828,"Avenida de Soares, S/N
9086-710 Mirandela",6769-982,01/10/1992,eduardo.branco-tavares@yahoo.com
Mário Rocha,Motorista,Solteiro,Masculino,Braga,Celorico de Basto,943920631,"R. do Carvalhão, 59
9875-575 Macedo de Cavaleiros",1742-826,14/08/1988,mário.rocha@yahoo.com
Carolina Gomes,Psicólogo,Solteiro,Feminino,Viana do Castelo,Valença,931401044,"Alameda Augusto Monjardino, 33
3472-760 Tavira",5106-076,04/03/1980,carolina.gomes@sapo.pt
Larissa-Ângela Baptista,Analista de Dados,Casado,Feminino,Braga,Guimarães,951512419,"Avenida de Azevedo, 81
1474-291 Montemor-o-Novo",2127-991,21/04/1982,larissa-ângela.baptista@gmail.com
Leonardo de Domingues,Professor,Casado,Masculino,Porto,Maia,936337160,"Largo Anita Matias, 298
9199-286 Queluz",8176-454,14/02/1966,leonardo.domingues@yahoo.com
Tomás Pinho,Motorista,Casado,Masculino,Lisboa,Oeiras,976859397,"Avenida Yasmin Lopes, 93
4482-802 Guarda",6526-017,18/01/1983,tomás.pinho@outlook.com
Guilherme Gonçalves,Carpinteiro,Viúvo,Masculino,Aveiro,Albergaria-a-Velha,985712346,"Travessa Helena Azevedo, 82
1260-914 Loures",5784-367,13/01/1996,guilherme.gonçalves@outlook.com
Andreia Simões-Borges,Motorista,Viúvo,Feminino,Braga,Esposende,919848605,"Largo de Valente, 37
7570-243 Portalegre",8726-346,09/01/1969,andreia.simões-borges@gmail.com
Madalena Sousa,Comerciante,Viúvo,Feminino,Porto,Matosinhos,902868733,"Av da Figueira, 72
3781-485 Torres Vedras",2862-241,07/02/1992,madalena.sousa@yahoo.com
Bryan Correia,Estudante,Divorciado,Masculino,Braga,Amares,940791548,"Alameda dos Moinhos, 35
7684-615 Elvas",6990-998,23/05/2001,bryan.correia@yahoo.com
Renata Moreira,Arquiteto,Viúvo,Feminino,Vila Real,Chaves,978684420,"Av Yasmin Pires, 6
1365-056 Gandra",4394-774,28/08/1973,renata.moreira@yahoo.com
Leonardo Vieira,Empregado de Limpeza,Divorciado,Masculino,Porto,Santo Tirso,944664784,"R. do Sextante, 433
2088-137 Vila Franca de Xira",6170-401,22/12/1965,leonardo.vieira@outlook.com
Bruna Matias,Advogado,Divorciado,Feminino,Lisboa,Amadora,970564183,"Av Ema Nascimento, 69
7758-239 Braga",1126-495,21/12/1988,bruna.matias@yahoo.com
Nair Magalhães,Enfermeiro,Solteiro,Feminino,Braga,Amares,932748830,"Av Nair Fonseca, 10
4286-364 Alcácer do Sal",7607-190,27/06/1968,nair.magalhães@hotmail.com
Kévim Araújo,Agricultor,Casado,Masculino,Braga,Vila Nova de Famalicão,944366933,"Rua Nunes, S/N
4748-067 São João da Madeira",6596-534,07/08/2003,kévim.araújo@gmail.com
Vitória Simões,Contabilista,Solteiro,Feminino,Viana do Castelo,Arcos de Valdevez,930940503,"R. Laura Santos, S/N
7099-764 Fundão",7583-042,23/07/1986,vitória.simões@outlook.com
Violeta do Nascimento,Técnico de Marketing,Solteiro,Feminino,Viana do Castelo,Viana do Castelo,982689527,"Rua de Luiz I, S/N
0229-713 Felgueiras",7933-770,21/12/1996,violeta.nascimento@gmail.com
António da Valente,Motorista,Casado,Masculino,Porto,Vila Nova de Gaia,982929111,"Largo Luciana Jesus, 70
7866-806 Castelo Branco",5472-573,11/09/1986,antónio.valente@yahoo.com
Fernando Barbosa,Técnico de Marketing,Divorciado,Masculino,Braga,Celorico de Basto,942083133,"Praça de 25 de Abril, 1
4949-349 Vizela",5691-377,21/05/1975,fernando.barbosa@sapo.pt
Marcos Moura,Arquiteto,Solteiro,Masculino,Viseu,Tondela,946583032,"Travessa da Asprela, 80
3736-853 Quarteira",9669-513,07/10/1972,marcos.moura@sapo.pt
Rui da Jesus,Médico,Divorciado,Masculino,Braga,Vizela,958959808,"Alameda Henriques, 4
0252-191 Vale de Cambra",7573-593,19/09/1971,rui.jesus@sapo.pt
Soraia Araújo,Eletricista,Casado,Feminino,Porto,Felgueiras,958184773,"Alameda Daniel Araújo, 49
1348-921 Torres Vedras",9817-831,22/01/2001,soraia.araújo@outlook.com
Kévim Pinheiro,Farmacêutico,Divorciado,Masculino,Vila Real,Alijó,957058494,"R. Paulo Tavares, 40
5250-007 Caldas da Rainha",4925-902,14/01/1984,kévim.pinheiro@gmail.com
Ricardo Torres,Engenheiro,Divorciado,Masculino,Porto,Porto,937920470,"Travessa das Rolas, 59
7929-242 Loulé",8404-391,08/02/1989,ricardo.torres@outlook.com
Vítor Santos,Empregado de Limpeza,Solteiro,Masculino,Bragança,Vinhais,918574111,"R. Coelho, 20
7679-521 Porto Santo",6772-222,31/07/1972,vítor.santos@hotmail.com
Juliana Gaspar,Agricultor,Solteiro,Feminino,Vila Real,Sabrosa,931163754,"Rua Nunes, 61
8925-560 Guimarães",3681-836,22/06/1993,juliana.gaspar@sapo.pt
Bianca Cardoso-Torres,Rececionista,Casado,Feminino,Lisboa,Mafra,986254288,"Rua Alfredo Keil, 79
4867-429 Torres Novas",4179-051,30/09/1991,bianca.cardoso-torres@hotmail.com
Flor Vicente,Designer Gráfico,Casado,Feminino,Viana do Castelo,Ponte da Barca,999733363,"Rua Manuel Gonçalves Moreira, 2
9515-265 Estarreja",8806-080,25/06/1997,flor.vicente@yahoo.com
Francisco Valente,Contabilista,Solteiro,Masculino,Lisboa,Lisboa,905877393,"Alameda Loureiro, 81
2221-324 Torres Vedras",3595-529,24/06/1996,francisco.valente@sapo.pt
Alice Alves,Professor,Viúvo,Feminino,Braga,Barcelos,969469734,"Praça Neto, 42
9866-515 Torres Vedras",7367-903,18/07/1978,alice.alves@gmail.com
Igor Cunha,Analista de Dados,Divorciado,Masculino,Viana do Castelo,Caminha,914149051,"Praça Martim Garcia, 28
0259-405 Esmoriz",3890-459,29/04/1970,igor.cunha@outlook.com
Denis Amorim,Arquiteto,Solteiro,Masculino,Setúbal,Seixal,928023541,"Travessa do Lagarteiro, 21
3642-268 Portalegre",2801-675,23/02/1997,denis.amorim@yahoo.com
Valentina do Lourenço,Psicólogo,Solteiro,Feminino,Braga,Fafe,966458545,"R. Camila Brito, S/N
6048-127 Trofa",4709-101,12/03/1968,valentina.lourenço@gmail.com
Rafael Cruz,Gestor de Projetos,Solteiro,Masculino,Braga,Esposende,906185422,"Av de Assunção, 8
5863-751 Portimão",1246-906,20/11/1994,rafael.cruz@sapo.pt
Patrícia Figueiredo-Baptista,Técnico de Marketing,Casado,Feminino,Vila Real,Peso da Régua,976849074,"Alameda Gustavo Leite, 48
8435-340 Montemor-o-Novo",5604-060,06/09/1990,patrícia.figueiredo-baptista@sapo.pt
Fabiana Almeida,Estudante,Viúvo,Feminino,Viseu,Viseu,948448598,"Largo Vitória Cunha, 86
6828-035 Loulé",7989-041,20/12/2005,fabiana.almeida@outlook.com
Marta Lopes,Psicólogo,Divorciado,Feminino,Braga,Barcelos,950227876,"Travessa de Antero de Figueiredo, 51
6966-136 Sacavém",0289-263,18/09/1999,marta.lopes@hotmail.com
Beatriz-Catarina Lopes,Analista de Dados,Casado,Feminino,Porto,Póvoa de Varzim,994573483,"Praça Tavares, 26
1551-900 Porto",7176-614,25/10/1978,beatriz-catarina.lopes@yahoo.com
