Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,DataNascimento,Email,customer_id
Luísa Ribeiro,Eletricista,Divorciado,Feminino,Braga,Fafe,22/10/1978,luísa.ribeiro@gmail.com,C845
Marta Castro,Carpinteiro,Viúvo,Feminino,Viana do Castelo,Monção,16/04/1973,marta.castro@gmail.com,C846
Martim Martins-Teixeira,Estudante,Solteiro,Masculino,Braga,Fafe,24/08/2003,martim.martins-teixeira@outlook.com,C847
Leandro Machado,Cozinheiro,Viúvo,Masculino,Porto,Póvoa de Varzim,20/07/1986,leandro.machado@sapo.pt,C848
Rúben Neves,Técnico de Marketing,Viúvo,Masculino,Castelo Branco,Covilhã,11/07/2004,rúben.neves@outlook.com,C849
Lorena Pires,Aposentado,Divorciado,Feminino,Braga,Cabeceiras de Basto,12/07/1954,lorena.pires@gmail.com,C850
Alexandra Leite,Professor,Solteiro,Feminino,Viana do Castelo,Arcos de Valdevez,28/10/2003,alexandra.leite@gmail.com,C851
Noa Correia,Rececionista,Casado,Masculino,Porto,Felgueiras,19/05/1973,noa.correia@sapo.pt,C852
Isabela Torres,Médico,Viúvo,Feminino,Braga,Cabeceiras de Basto,09/09/1989,isabela.torres@outlook.com,C853
André Alves-Baptista,Aposentado,Casado,Masculino,Viana do Castelo,Arcos de Valdevez,14/08/1956,andré.alves-baptista@outlook.com,C854
Daniela Reis,Farmacêutico,Casado,Feminino,Portalegre,Campo Maior,11/06/1983,daniela.reis@hotmail.com,C855
Ismael Azevedo-Pinto,Eletricista,Casado,Masculino,Braga,Vila Nova de Famalicão,10/06/1982,ismael.azevedo-pinto@sapo.pt,C856
Jaime Castro,Médico,Viúvo,Masculino,Vila Real,Vila Pouca de Aguiar,05/01/1973,jaime.castro@hotmail.com,C857
Matias do Nogueira,Estudante,Viúvo,Masculino,Viana do Castelo,Caminha,27/03/2003,matias.nogueira@sapo.pt,C858
Fábio Garcia-Azevedo,Analista de Dados,Solteiro,Masculino,Setúbal,Alcácer do Sal,17/11/1984,fábio.garcia-azevedo@hotmail.com,C859
Lourenço Maia,Eletricista,Divorciado,Masculino,Braga,Fafe,14/08/1971,lourenço.maia@hotmail.com,C860
Nelson Borges,Advogado,Solteiro,Masculino,Porto,Santo Tirso,08/07/1967,nelson.borges@yahoo.com,C861
André Ramos,Carpinteiro,Viúvo,Masculino,Viseu,Carregal do Sal,18/04/1990,andré.ramos@hotmail.com,C862
Luciana Figueiredo,Estudante,Casado,Feminino,Viana do Castelo,Ponte de Lima,11/12/2008,luciana.figueiredo@yahoo.com,C863
António Oliveira-Jesus,Professor,Divorciado,Masculino,Santarém,Tomar,24/06/1996,antónio.oliveira-jesus@outlook.com,C864
Denis Valente,Estudante,Divorciado,Masculino,Lisboa,Lisboa,04/06/2005,denis.valente@yahoo.com,C865
Kelly da Guerreiro,Arquiteto,Viúvo,Feminino,Viana do Castelo,Ponte de Lima,16/05/2000,kelly.guerreiro@sapo.pt,C866
Rafael da Vicente,Motorista,Solteiro,Masculino,Guarda,Sabugal,20/09/1976,rafael.vicente@hotmail.com,C867
Ana Santos,Analista de Dados,Casado,Feminino,Bragança,Mogadouro,30/09/1999,ana.santos@sapo.pt,C868
Mariana Baptista,Carpinteiro,Divorciado,Feminino,Setúbal,Setúbal,14/11/1991,mariana.baptista@yahoo.com,C869
Jaime Teixeira-Alves,Engenheiro,Viúvo,Masculino,Lisboa,Cascais,17/05/1973,jaime.teixeira-alves@hotmail.com,C870
Naiara Amaral,Engenheiro,Divorciado,Feminino,Braga,Barcelos,03/05/1982,naiara.amaral@hotmail.com,C871
Mia Mota,Empregado de Limpeza,Divorciado,Feminino,Porto,Amarante,21/09/1971,mia.mota@sapo.pt,C872
Valentina Amaral,Advogado,Viúvo,Feminino,Porto,Santo Tirso,24/08/1974,valentina.amaral@sapo.pt,C873
Benedita Vieira,Agricultor,Viúvo,Feminino,Braga,Cabeceiras de Basto,04/05/1975,benedita.vieira@sapo.pt,C874
Lorena Correia,Designer Gráfico,Casado,Feminino,Viseu,Nelas,15/09/1968,lorena.correia@yahoo.com,C875
Manuel Silva,Gestor de Projetos,Solteiro,Masculino,Guarda,Aguiar da Beira,28/07/1982,manuel.silva@hotmail.com,C876
Luana Ribeiro,Médico,Viúvo,Feminino,Braga,Celorico de Basto,10/08/1968,luana.ribeiro@gmail.com,C877
Lourenço do Coelho,Empregado de Limpeza,Solteiro,Masculino,Porto,Porto,12/10/1978,lourenço.coelho@sapo.pt,C878
Erika Campos,Programador,Solteiro,Feminino,Braga,Vizela,22/09/1969,erika.campos@hotmail.com,C879
Alice Maia,Motorista,Divorciado,Feminino,Porto,Amarante,18/05/1969,alice.maia@hotmail.com,C880
Ariana-Joana Martins,Médico,Viúvo,Feminino,Braga,Barcelos,02/10/1973,ariana-joana.martins@gmail.com,C881
Artur Monteiro,Analista de Dados,Viúvo,Masculino,Porto,Maia,03/12/1992,artur.monteiro@sapo.pt,C882
Lorena Costa,Rececionista,Casado,Feminino,Coimbra,Soure,15/07/1990,lorena.costa@sapo.pt,C883
Valentina Henriques,Estudante,Viúvo,Feminino,Coimbra,Oliveira do Hospital,26/11/2007,valentina.henriques@hotmail.com,C884
Wilson Simões,Engenheiro,Casado,Masculino,Porto,Matosinhos,01/02/1967,wilson.simões@yahoo.com,C885
Ana-Vitória Vaz,Empregado de Limpeza,Casado,Feminino,Lisboa,Mafra,17/11/1981,ana-vitória.vaz@sapo.pt,C886
Valentim Almeida,Gestor de Projetos,Divorciado,Masculino,Braga,Vila Nova de Famalicão,15/04/1970,valentim.almeida@yahoo.com,C887
Constança Leite,Estudante,Viúvo,Feminino,Vila Real,Mesão Frio,03/01/2008,constança.leite@sapo.pt,C888
Rui Azevedo,Médico,Viúvo,Masculino,Aveiro,Murtosa,04/07/1973,rui.azevedo@hotmail.com,C889
Luana Macedo,Carpinteiro,Divorciado,Feminino,Viana do Castelo,Vila Nova de Cerveira,25/10/1975,luana.macedo376@hotmail.com,C890
Clara Pinheiro-Fernandes,Motorista,Casado,Feminino,Porto,Santo Tirso,19/06/1999,clara.pinheiro-fernandes@yahoo.com,C891
Nuno Macedo,Contabilista,Viúvo,Masculino,Braga,Guimarães,04/09/1988,nuno.macedo@hotmail.com,C892
Diego Barbosa,Advogado,Casado,Masculino,Braga,Fafe,18/03/1993,diego.barbosa@gmail.com,C893
Kyara Rodrigues,Gestor de Projetos,Divorciado,Feminino,Braga,Celorico de Basto,24/11/2001,kyara.rodrigues@yahoo.com,C894
Bruna-Sofia Freitas,Agricultor,Casado,Feminino,Braga,Cabeceiras de Basto,17/05/1986,bruna-sofia.freitas@yahoo.com,C895
Francisco Mota,Rececionista,Divorciado,Masculino,Vila Real,Peso da Régua,31/07/1983,francisco.mota@sapo.pt,C896
Sérgio Correia,Aposentado,Divorciado,Masculino,Porto,Valongo,10/08/1951,sérgio.correia@sapo.pt,C897
Ismael Antunes,Analista de Dados,Divorciado,Masculino,Braga,Vizela,19/03/1996,ismael.antunes@outlook.com,C898
José Rodrigues-Esteves,Eletricista,Viúvo,Masculino,Setúbal,Setúbal,18/11/2001,josé.rodrigues-esteves@gmail.com,C899
Rui Silva,Programador,Viúvo,Masculino,Aveiro,Aveiro,14/09/1975,rui.silva@sapo.pt,C900
Matilde Miranda,Carpinteiro,Casado,Feminino,Santarém,Cartaxo,26/07/1967,matilde.miranda@sapo.pt,C901
Gustavo Correia,Estudante,Solteiro,Masculino,Viana do Castelo,Viana do Castelo,26/06/2007,gustavo.correia@sapo.pt,C902
Gabriel Abreu,Aposentado,Solteiro,Masculino,Bragança,Vila Flor,02/02/1948,gabriel.abreu@gmail.com,C903
Edgar Ferreira,Rececionista,Solteiro,Masculino,Bragança,Mogadouro,13/12/1972,edgar.ferreira@hotmail.com,C904
Tatiana Amaral,Motorista,Divorciado,Feminino,Portalegre,Crato,25/03/1971,tatiana.amaral@sapo.pt,C905
Mélanie Cruz,Farmacêutico,Divorciado,Feminino,Setúbal,Moita,11/07/1966,mélanie.cruz@outlook.com,C906
Mara-Naiara Araújo,Aposentado,Casado,Feminino,Viana do Castelo,Ponte de Lima,20/04/1949,mara-naiara.araújo@sapo.pt,C907
Micael Valente,Designer Gráfico,Solteiro,Masculino,Viana do Castelo,Viana do Castelo,24/06/1981,micael.valente@hotmail.com,C908
David Moura-Oliveira,Advogado,Solteiro,Masculino,Viana do Castelo,Caminha,01/08/1984,david.moura-oliveira@gmail.com,C909
Miguel Loureiro,Carpinteiro,Divorciado,Masculino,Lisboa,Oeiras,31/08/1989,miguel.loureiro@hotmail.com,C910
Bryan de Cruz,Médico,Solteiro,Masculino,Vila Real,Sabrosa,06/11/1981,bryan.cruz@gmail.com,C911
Larissa-Kelly Monteiro,Arquiteto,Solteiro,Feminino,Porto,Valongo,21/06/1969,larissa-kelly.monteiro@outlook.com,C912
Marcos Moura,Empregado de Limpeza,Casado,Masculino,Coimbra,Coimbra,01/07/1999,marcos.moura@outlook.com,C913
Carlos Brito,Professor,Solteiro,Masculino,Braga,Vila Nova de Famalicão,04/04/1986,carlos.brito@outlook.com,C914
Tomás Morais,Advogado,Viúvo,Masculino,Porto,Póvoa de Varzim,03/08/2002,tomás.morais@outlook.com,C915
Mara-Kelly Alves,Agricultor,Casado,Feminino,Setúbal,Palmela,06/07/2002,mara-kelly.alves@gmail.com,C916
Ema Mendes,Contabilista,Solteiro,Feminino,Braga,Cabeceiras de Basto,10/07/1982,ema.mendes@hotmail.com,C917
Manuel Castro,Enfermeiro,Divorciado,Masculino,Viana do Castelo,Melgaço,14/12/1969,manuel.castro@sapo.pt,C918
Joaquim Neto,Rececionista,Casado,Masculino,Bragança,Mogadouro,22/09/1981,joaquim.neto@sapo.pt,C919
Vicente da Santos,Cozinheiro,Divorciado,Masculino,Porto,Gondomar,31/08/1968,vicente.santos@yahoo.com,C920
Mara-Yara Marques,Empregado de Limpeza,Casado,Feminino,Viana do Castelo,Valença,10/11/1987,mara-yara.marques@outlook.com,C921
Fabiana Faria,Cozinheiro,Viúvo,Feminino,Viana do Castelo,Viana do Castelo,28/11/2002,fabiana.faria@hotmail.com,C922
Dinis Vaz,Eletricista,Viúvo,Masculino,Aveiro,Aveiro,26/06/1972,dinis.vaz@hotmail.com,C923
Ângela Macedo,Gestor de Projetos,Viúvo,Feminino,Braga,Celorico de Basto,22/08/1987,ângela.macedo@gmail.com,C924
Tomé de Reis,Eletricista,Divorciado,Masculino,Braga,Celorico de Basto,01/12/1996,tomé.reis@hotmail.com,C925
Frederico Tavares,Farmacêutico,Divorciado,Masculino,Porto,Felgueiras,12/02/2001,frederico.tavares@hotmail.com,C926
Beatriz Cardoso,Analista de Dados,Viúvo,Feminino,Braga,Amares,19/07/1993,beatriz.cardoso@gmail.com,C927
Carolina Loureiro,Médico,Casado,Feminino,Faro,Faro,22/06/1997,carolina.loureiro@yahoo.com,C928
Nuno Maia,Professor,Divorciado,Masculino,Aveiro,Anadia,26/03/1991,nuno.maia13@outlook.com,C929
Ismael Garcia,Carpinteiro,Divorciado,Masculino,Porto,Gondomar,22/10/1981,ismael.garcia@outlook.com,C930
Isaac Melo,Técnico de Marketing,Divorciado,Masculino,Leiria,Alvaiázere,30/05/1976,isaac.melo@hotmail.com,C931
Lourenço Cardoso,Técnico de Marketing,Divorciado,Masculino,Braga,Vila Nova de Famalicão,20/04/1992,lourenço.cardoso@gmail.com,C932
Marta Magalhães,Engenheiro,Divorciado,Feminino,Bragança,Mirandela,30/12/1997,marta.magalhães@hotmail.com,C933
Nuno Nunes,Aposentado,Viúvo,Masculino,Braga,Braga,25/03/1948,nuno.nunes@gmail.com,C934
Dinis do Figueiredo,Agricultor,Divorciado,Masculino,Braga,Cabeceiras de Basto,01/04/1984,dinis.figueiredo@hotmail.com,C935
Iara Domingues,Eletricista,Viúvo,Feminino,Viana do Castelo,Caminha,27/03/1991,iara.domingues@hotmail.com,C936
Mara Paiva,Enfermeiro,Divorciado,Feminino,Viana do Castelo,Melgaço,20/09/2001,mara.paiva@outlook.com,C937
Inês-Sofia Henriques,Enfermeiro,Solteiro,Feminino,Braga,Vila Nova de Famalicão,03/05/1995,inês-sofia.henriques@sapo.pt,C938
Constança Mota,Estudante,Solteiro,Feminino,Braga,Celorico de Basto,01/11/2001,constança.mota@gmail.com,C939
Ângelo Assunção-Garcia,Eletricista,Viúvo,Masculino,Viseu,Sátão,25/02/1986,ângelo.assunção-garcia@sapo.pt,C940
Kevin Soares,Comerciante,Viúvo,Masculino,Braga,Cabeceiras de Basto,07/09/2000,kevin.soares@sapo.pt,C941
Juliana-Catarina Pinto,Programador,Divorciado,Feminino,Évora,Montemor-o-Novo,01/10/1973,juliana-catarina.pinto@yahoo.com,C942
Vera Lima,Analista de Dados,Divorciado,Feminino,Lisboa,Sintra,29/04/1980,vera.lima@sapo.pt,C943
Joana Morais,Contabilista,Solteiro,Feminino,Vila Real,Boticas,19/12/1979,joana.morais@sapo.pt,C944
Ema Lima-Fonseca,Designer Gráfico,Casado,Feminino,Aveiro,Oliveira de Azeméis,23/02/1987,ema.lima-fonseca@sapo.pt,C945
Gonçalo Araújo,Psicólogo,Viúvo,Masculino,Braga,Barcelos,03/02/2002,gonçalo.araújo@hotmail.com,C946
Wilson Barbosa,Empregado de Limpeza,Casado,Masculino,Bragança,Vinhais,14/07/1977,wilson.barbosa@hotmail.com,C947
Fábio Garcia-Teixeira,Rececionista,Viúvo,Masculino,Vila Real,Vila Pouca de Aguiar,11/08/1970,fábio.garcia-teixeira@yahoo.com,C948
Daniel Amorim,Analista de Dados,Casado,Masculino,Guarda,Manteigas,02/06/1985,daniel.amorim@hotmail.com,C949
Raquel-Flor Monteiro,Técnico de Marketing,Divorciado,Feminino,Santarém,Chamusca,08/05/1966,raquel-flor.monteiro@hotmail.com,C950
Núria Simões,Psicólogo,Casado,Feminino,Setúbal,Moita,11/05/2000,núria.simões@hotmail.com,C951
Ivo Pinho,Cozinheiro,Viúvo,Masculino,Viana do Castelo,Arcos de Valdevez,16/06/1979,ivo.pinho@sapo.pt,C952
Vasco do Almeida,Enfermeiro,Casado,Masculino,Lisboa,Lisboa,05/04/1988,vasco.almeida@yahoo.com,C953
Joaquim Nascimento,Professor,Viúvo,Masculino,Leiria,Pombal,15/04/1966,joaquim.nascimento@yahoo.com,C954
Guilherme Pereira,Cozinheiro,Solteiro,Masculino,Braga,Amares,31/01/1975,guilherme.pereira@outlook.com,C955
Vítor Antunes,Comerciante,Viúvo,Masculino,Porto,Matosinhos,23/08/1971,vítor.antunes@gmail.com,C956
Salomé Paiva,Farmacêutico,Divorciado,Feminino,Lisboa,Lisboa,24/06/1980,salomé.paiva@yahoo.com,C957
Filipa Vieira,Empregado de Limpeza,Viúvo,Feminino,Braga,Braga,01/04/1976,filipa.vieira@gmail.com,C958
Cristiano Barbosa-Ferreira,Aposentado,Viúvo,Masculino,Lisboa,Loures,28/09/1958,cristiano.barbosa-ferreira@outlook.com,C959
Erica Freitas,Professor,Casado,Feminino,Braga,Celorico de Basto,30/10/1979,erica.freitas@outlook.com,C960
Vitória Baptista,Médico,Divorciado,Feminino,Porto,Matosinhos,04/01/1985,vitória.baptista@sapo.pt,C961
Bryan Gaspar,Cozinheiro,Divorciado,Masculino,Braga,Guimarães,12/07/1971,bryan.gaspar@sapo.pt,C962
Emanuel Pacheco,Técnico de Marketing,Solteiro,Masculino,Porto,Matosinhos,05/07/1977,emanuel.pacheco@hotmail.com,C963
Kévim Carneiro-Vicente,Engenheiro,Viúvo,Masculino,Guarda,Aguiar da Beira,20/11/1992,kévim.carneiro-vicente@outlook.com,C964
Bianca Martins,Comerciante,Solteiro,Feminino,Viana do Castelo,Caminha,25/07/2002,bianca.martins@sapo.pt,C965
Ângelo Assunção,Contabilista,Solteiro,Masculino,Porto,Valongo,12/01/1972,ângelo.assunção@hotmail.com,C966
Xavier Correia,Cozinheiro,Viúvo,Masculino,Vila Real,Peso da Régua,25/12/2000,xavier.correia@sapo.pt,C967
Violeta Macedo,Programador,Casado,Feminino,Viana do Castelo,Melgaço,20/12/1984,violeta.macedo@gmail.com,C968
Xavier Ramos,Estudante,Casado,Masculino,Braga,Braga,26/05/2001,xavier.ramos@outlook.com,C969
Luís Henriques,Eletricista,Casado,Masculino,Coimbra,Coimbra,19/06/2000,luís.henriques@yahoo.com,C970
Mariana Monteiro,Psicólogo,Solteiro,Feminino,Vila Real,Peso da Régua,22/01/1974,mariana.monteiro@gmail.com,C971
Gabriela Azevedo-Pires,Aposentado,Casado,Feminino,Braga,Cabeceiras de Basto,20/07/1948,gabriela.azevedo-pires@yahoo.com,C972
Cristiano da Matias,Engenheiro,Solteiro,Masculino,Braga,Barcelos,09/09/1982,cristiano.matias@yahoo.com,C973
Letícia Esteves,Rececionista,Solteiro,Feminino,Braga,Cabeceiras de Basto,05/12/1966,letícia.esteves@gmail.com,C974
Bruno Morais,Analista de Dados,Viúvo,Masculino,Viseu,Castro Daire,24/11/1995,bruno.morais@gmail.com,C975
Leonardo Almeida,Programador,Viúvo,Masculino,Viana do Castelo,Caminha,01/06/1989,leonardo.almeida@hotmail.com,C976
Erika do Coelho,Motorista,Divorciado,Feminino,Porto,Vila Nova de Gaia,17/12/2002,erika.coelho@sapo.pt,C977
Valentina Paiva-Vieira,Farmacêutico,Solteiro,Feminino,Coimbra,Mira,13/01/2004,valentina.paiva-vieira@sapo.pt,C978
Emanuel Correia,Médico,Casado,Masculino,Vila Real,Chaves,01/07/2004,emanuel.correia@hotmail.com,C979
Érica Ribeiro,Técnico de Marketing,Divorciado,Feminino,Beja,Ferreira do Alentejo,15/01/1967,érica.ribeiro@yahoo.com,C980
Marcos Machado,Motorista,Solteiro,Masculino,Braga,Guimarães,19/11/1999,marcos.machado@sapo.pt,C981
Nádia Assunção,Engenheiro,Casado,Feminino,Braga,Braga,03/12/2001,nádia.assunção@outlook.com,C982
Leonor Antunes,Gestor de Projetos,Viúvo,Feminino,Santarém,Coruche,25/09/1970,leonor.antunes@sapo.pt,C983
Luca Maia,Psicólogo,Casado,Masculino,Braga,Cabeceiras de Basto,11/08/2002,luca.maia@yahoo.com,C984
Yara do Costa,Contabilista,Casado,Feminino,Braga,Fafe,21/05/1987,yara.costa@gmail.com,C985
Álvaro Pacheco-Teixeira,Gestor de Projetos,Casado,Masculino,Braga,Braga,29/10/1979,álvaro.pacheco-teixeira@outlook.com,C986
Vítor Pires,Empregado de Limpeza,Casado,Masculino,Braga,Celorico de Basto,25/08/1976,vítor.pires@yahoo.com,C987
Marta Machado,Advogado,Casado,Feminino,Braga,Guimarães,04/07/1979,marta.machado@sapo.pt,C988
Kelly Neto,Estudante,Divorciado,Feminino,Braga,Celorico de Basto,19/07/2002,kelly.neto@sapo.pt,C989
Sérgio de Marques,Gestor de Projetos,Solteiro,Masculino,Braga,Fafe,24/01/2005,sérgio.marques@gmail.com,C990
Alícia Pinheiro,Aposentado,Viúvo,Feminino,Braga,Braga,18/05/1959,alícia.pinheiro@outlook.com,C991
Jaime Melo,Empregado de Limpeza,Casado,Masculino,Aveiro,Santa Maria da Feira,29/03/1971,jaime.melo@hotmail.com,C992
Lara Esteves,Enfermeiro,Viúvo,Feminino,Braga,Fafe,05/09/1999,lara.esteves@gmail.com,C993
Íris-Sara Matias,Aposentado,Casado,Feminino,Lisboa,Sintra,28/07/1949,íris-sara.matias@outlook.com,C994
Marcos Abreu,Programador,Divorciado,Masculino,Lisboa,Lisboa,08/01/1998,marcos.abreu@outlook.com,C995
Anita Azevedo,Contabilista,Casado,Feminino,Faro,Lagoa,11/05/1978,anita.azevedo@hotmail.com,C996
Ricardo Magalhães,Estudante,Casado,Masculino,Porto,Amarante,11/11/2001,ricardo.magalhães@sapo.pt,C997
Afonso Pinho,Arquiteto,Solteiro,Masculino,Santarém,Almeirim,05/01/1972,afonso.pinho@yahoo.com,C998
Rafael Paiva,Enfermeiro,Casado,Masculino,Braga,Vizela,30/03/1982,rafael.paiva@outlook.com,C999
Mélanie Neto,Programador,Solteiro,Feminino,Portalegre,Campo Maior,16/01/1998,mélanie.neto@gmail.com,C1000
Fabiana Rodrigues,Advogado,Casado,Feminino,Leiria,Caldas da Rainha,23/08/1997,fabiana.rodrigues@sapo.pt,C1001
Tomás da Brito,Professor,Viúvo,Masculino,Viseu,Nelas,05/01/2002,tomás.brito@hotmail.com,C1002
Nuno Cunha,Analista de Dados,Solteiro,Masculino,Braga,Amares,13/09/1968,nuno.cunha@yahoo.com,C1003
Erica-Carolina Machado,Técnico de Marketing,Viúvo,Feminino,Bragança,Alfândega da Fé,10/08/1998,erica-carolina.machado@hotmail.com,C1004
Guilherme Fernandes,Professor,Divorciado,Masculino,Braga,Celorico de Basto,04/10/1968,guilherme.fernandes@yahoo.com,C1005
Victória Anjos-Santos,Empregado de Limpeza,Solteiro,Feminino,Braga,Vila Nova de Famalicão,14/07/1979,victória.anjos-santos@yahoo.com,C1006
Frederico Carvalho-Domingues,Professor,Casado,Masculino,Porto,Maia,19/12/1971,frederico.carvalho-domingues@outlook.com,C1007
Nelson Ramos,Carpinteiro,Casado,Masculino,Braga,Guimarães,30/08/1978,nelson.ramos@outlook.com,C1008
Isabel Soares,Engenheiro,Viúvo,Feminino,Setúbal,Alcácer do Sal,12/12/1992,isabel.soares@sapo.pt,C1009
Guilherme Cruz-Vaz,Motorista,Solteiro,Masculino,Vila Real,Valpaços,07/06/1984,guilherme.cruz-vaz@hotmail.com,C1010
Diego Matias,Engenheiro,Viúvo,Masculino,Braga,Esposende,26/07/1988,diego.matias@outlook.com,C1011
Ricardo Figueiredo,Comerciante,Solteiro,Masculino,Leiria,Nazaré,18/06/1982,ricardo.figueiredo@sapo.pt,C1012
Isaac de Simões,Rececionista,Casado,Masculino,Braga,Amares,19/01/1998,isaac.simões@gmail.com,C1013
Tatiana Henriques,Empregado de Limpeza,Casado,Feminino,Braga,Barcelos,09/06/2001,tatiana.henriques@yahoo.com,C1014
Mara-Madalena Tavares,Técnico de Marketing,Casado,Feminino,Porto,Maia,05/07/2004,mara-madalena.tavares@gmail.com,C1015
Camila Pacheco,Cozinheiro,Casado,Feminino,Vila Real,Mesão Frio,01/03/1979,camila.pacheco@gmail.com,C1016
Carlos Nascimento,Designer Gráfico,Viúvo,Masculino,Bragança,Vimioso,17/10/1992,carlos.nascimento@hotmail.com,C1017
Carolina Campos,Enfermeiro,Divorciado,Feminino,Aveiro,Aveiro,04/07/1988,carolina.campos@gmail.com,C1018
Gabriela Correia-Tavares,Rececionista,Viúvo,Feminino,Braga,Esposende,11/04/1969,gabriela.correia-tavares@sapo.pt,C1019
Nuno Martins,Estudante,Solteiro,Masculino,Braga,Braga,29/10/2002,nuno.martins@sapo.pt,C1020
Henrique Garcia,Motorista,Solteiro,Masculino,Setúbal,Barreiro,04/07/1997,henrique.garcia@yahoo.com,C1021
Sara de Gaspar,Advogado,Casado,Feminino,Viana do Castelo,Monção,21/12/1992,sara.gaspar@gmail.com,C1022
José da Miranda,Motorista,Viúvo,Masculino,Braga,Vila Nova de Famalicão,10/05/1966,josé.miranda@outlook.com,C1023
Alexandra Ferreira,Psicólogo,Divorciado,Feminino,Braga,Guimarães,26/03/1983,alexandra.ferreira@sapo.pt,C1024
Lucas de Vieira,Enfermeiro,Solteiro,Masculino,Porto,Póvoa de Varzim,06/08/1966,lucas.vieira@sapo.pt,C1025
Igor Pinto,Gestor de Projetos,Viúvo,Masculino,Braga,Cabeceiras de Basto,23/07/1978,igor.pinto@gmail.com,C1026
Mário Barbosa,Designer Gráfico,Casado,Masculino,Viana do Castelo,Arcos de Valdevez,14/11/1988,mário.barbosa@yahoo.com,C1027
Emanuel de Torres,Engenheiro,Viúvo,Masculino,Viana do Castelo,Ponte da Barca,25/10/1998,emanuel.torres@gmail.com,C1028
Helena Miranda-Cardoso,Aposentado,Divorciado,Feminino,Leiria,Nazaré,22/10/1961,helena.miranda-cardoso@yahoo.com,C1029
Alexandre Moreira,Motorista,Divorciado,Masculino,Coimbra,Condeixa-a-Nova,17/07/1968,alexandre.moreira@outlook.com,C1030
Helena Pires,Designer Gráfico,Viúvo,Feminino,Braga,Esposende,10/09/1987,helena.pires834@outlook.com,C1031
Samuel Esteves,Empregado de Limpeza,Viúvo,Masculino,Porto,Amarante,17/02/1974,samuel.esteves@sapo.pt,C1032
Lourenço Araújo,Aposentado,Viúvo,Masculino,Castelo Branco,Belmonte,25/09/1955,lourenço.araújo@hotmail.com,C1033
Tiago Cruz,Analista de Dados,Divorciado,Masculino,Santarém,Tomar,16/08/1999,tiago.cruz@sapo.pt,C1034
Pedro Sá,Contabilista,Viúvo,Masculino,Santarém,Benavente,24/02/1993,pedro.sá@hotmail.com,C1035
Margarida Guerreiro,Eletricista,Solteiro,Feminino,Braga,Esposende,29/05/1973,margarida.guerreiro@hotmail.com,C1036
Filipa Jesus,Motorista,Casado,Feminino,Braga,Vizela,27/07/1989,filipa.jesus@gmail.com,C1037
Vítor Abreu,Psicólogo,Solteiro,Masculino,Porto,Gondomar,17/07/1993,vítor.abreu@hotmail.com,C1038
Ivo Pires,Empregado de Limpeza,Divorciado,Masculino,Braga,Esposende,23/09/1982,ivo.pires@gmail.com,C1039
Eduardo Martins,Empregado de Limpeza,Casado,Masculino,Lisboa,Mafra,02/03/1977,eduardo.martins@yahoo.com,C1040
